"product id","Part Number",Description,"Error Message"
7820736,100-C09UEJ10,"The AB 100-C09UEJ10 electromechanical contactor is a 9 A switch. This 100 series C frame switch in addition uses a standard terminal. ","ran out of spec templates"
7823647,100-C09UEJ200,"The 100-C09UEJ200 manufactured by AB comes with a breaking amperage rating of 9 Amps. Furthermore, this module uses a standard terminal. ","ran out of spec templates"
7820737,100-C09UEJ300,"This electromechanical contactor switch constructed by Allen-Bradley is a 9 Amps rated contactor switch. This C frame electromechanical contactor switch uses a standard terminal type. ","ran out of spec templates"
7820744,100-C09UK01,"This Allen-Bradley 9 Amps C frame electromechanical contactor comes with 3 normally open main contacts. This C frame contactor switch has 1 N.C. auxiliary contact. This 100 series C frame electromechanical contactor switch uses a standard terminal. ","ran out of spec templates"
7823750,100-C09UKA01,"This IEC contactor constructed by Allen-Bradley/Rockwell Automation has an amperage rating of 9 A. This C frame contactor switch uses a standard terminal type. ","ran out of spec templates"
7820746,100-C09UKA10,"This electromechanical contactor switch assembled by Rockwell Automation is a 9 Amps electromechanical contactor switch. This 100 series electromechanical contactor uses a standard terminal. ","ran out of spec templates"
7820747,100-C09UKB10,"The Allen Bradley 100-C09UKB10 contactor is a 9 A rated electromechanical contactor. This 100 series C frame IEC contactor uses a standard terminal type. ","ran out of spec templates"
7820748,100-C09UKD01,"This 100 series C frame assembled by Allen-Bradley/Rockwell Automation is a 9 Amps rated electromechanical contactor switch. It uses a standard terminal. ","ran out of spec templates"
7820749,100-C09UKD10,"This 100 series by AB is a 9 Amps rated switch. Also, this switch uses a standard terminal type. ","ran out of spec templates"
7820750,100-C09UKF01,"This C frame constructed by AB is a 9 A rated IEC contactor. In addition, this Rockwell Automation electromechanical contactor uses a standard terminal type. ","ran out of spec templates"
7820751,100-C09UKF10,"This AB C frame contactor switch comes with a rating of 9 A. Furthermore, this unit uses a standard terminal type. ","ran out of spec templates"
7823751,100-C09UKF10M,"The Allen-Bradley 100-C09UKF10M contactor switch is a 9 Amps rated contactor switch. This C frame electromechanical contactor switch additionally uses a standard terminal. ","ran out of spec templates"
7823752,100-C09UKF400,"This electromechanical contactor switch assembled by Allen Bradley is a 9 A rated electromechanical contactor. Also, this Rockwell Automation contactor uses a standard terminal type. ","ran out of spec templates"
7820752,100-C09UKG10,"The AB 100-C09UKG10 contactor switch comes with a breaking current rating of 9 A. Additionally, this C frame contactor uses a standard terminal. ","ran out of spec templates"
7820753,100-C09UKJ01,"This 100 series constructed by Allen Bradley has a current rating of 9 A. This 100 series electromechanical contactor switch additionally uses a standard terminal. ","ran out of spec templates"
7820754,100-C09UKJ10,"This Allen Bradley 9 Amps 100 series C frame electromechanical contactor uses a standard terminal. ","ran out of spec templates"
7823753,100-C09UKJ400,"The Allen Bradley 100-C09UKJ400 contactor comes with an amperage rating of 9 A. This contactor uses a standard terminal. ","ran out of spec templates"
7820755,100-C09UKL10,"This contactor switch manufactured by Allen-Bradley comes with an amperage rating of 9 Amps. This 100 series electromechanical contactor switch uses a standard terminal. ","ran out of spec templates"
7823754,100-C09UKN10,"This IEC contactor built by Allen-Bradley/Rockwell Automation is a 9 A rated IEC contactor. Furthermore, this Allen-Bradley IEC contactor also uses a standard terminal type. ","ran out of spec templates"
7820756,100-C09UKP01,"This IEC contactor by AB comes with a breaking amperage rating of 9 Amps. It uses a standard terminal type. ","ran out of spec templates"
7820757,100-C09UKP10,"This IEC contactor constructed by Allen-Bradley/Rockwell Automation is a 9 A rated electromechanical contactor. It uses a standard terminal. ","ran out of spec templates"
7820762,100-C09UP10,"This Allen-Bradley/Rockwell Automation 9 A C frame IEC contactor has 3 normally open poles. Furthermore, this unit also uses a standard terminal type. Also, this Allen Bradley electromechanical contactor comes with 1 N.O. auxiliary contact. ","ran out of spec templates"
7820763,100-C09US10,"This Allen-Bradley/Rockwell Automation 9 Amps C frame electromechanical contactor comes with 1 N.O. auxiliary contact. This 100 series switch comes with 3 normally open poles. Additionally, it uses a standard terminal. ","ran out of spec templates"
7820766,100-C09UT400,"The 100-C09UT400 built by Rockwell Automation has a breaking rating of 9 Amps. Furthermore, this unit uses a standard terminal. It has 4 normally open main contacts. ","ran out of spec templates"
7823757,100-C09UV01,"This Allen-Bradley 9 Amps 100 series contactor switch uses a standard terminal type. Furthermore, this Allen-Bradley IEC contactor also has 3 N.O. main contacts. It has 1 N.C. auxiliary contact. ","ran out of spec templates"
7820767,100-C09UVA01,"This AB 100 series C frame electromechanical contactor switch is a 9 Amps rated electromechanical contactor switch. Furthermore, this Allen-Bradley IEC contactor also uses a standard terminal type. ","ran out of spec templates"
7820768,100-C09UVA10,"This Allen-Bradley C frame contactor comes with a rating of 9 A. In addition, it uses a standard terminal type. ","ran out of spec templates"
7823759,100-C09UX200,"This Allen-Bradley/Rockwell Automation 100 series C frame electromechanical contactor is a 9 Amps rated switch. This 100 series electromechanical contactor switch has 2 N.O. 2 N.C. main contacts. Additionally, it uses a standard terminal. ","ran out of spec templates"
7820770,100-C09UZD10,"The Allen-Bradley/Rockwell Automation 100-C09UZD10 electromechanical contactor switch comes with a breaking rating of 9 Amps. In addition, this Allen Bradley IEC contactor uses a standard terminal type. ","ran out of spec templates"
7820771,100-C09UZJ01,"The 100-C09UZJ01 constructed by Allen-Bradley is a 9 A rated contactor switch. This switch uses a standard terminal. ","ran out of spec templates"
7820772,100-C09UZJ10,"This Allen Bradley 9 A 100 series C frame electromechanical contactor switch uses a standard terminal type. ","ran out of spec templates"
7820773,100-C09UZJ300,"This switch assembled by AB is a 9 Amps switch. Furthermore, this Allen-Bradley contactor also uses a standard terminal type. ","ran out of spec templates"
7820774,100-C09UZS01,"This electromechanical contactor constructed by Rockwell Automation is a 9 Amps electromechanical contactor switch. It uses a standard terminal type. ","ran out of spec templates"
7820775,100-C09UZS10,"This Allen-Bradley/Rockwell Automation 9 Amps C frame contactor uses a standard terminal type. ","ran out of spec templates"
7820776,100-C09UZS200,"This Allen-Bradley 9 Amps 100 series IEC contactor uses a standard terminal type. ","ran out of spec templates"
7820777,100-C09UZT400,"The Allen Bradley 100-C09UZT400 switch is a 9 Amps rated electromechanical contactor. This C frame IEC contactor uses a standard terminal type. ","ran out of spec templates"
7820793,100-C09YJ-D02,"This Allen-Bradley/Rockwell Automation 9 Amps 100 series IEC contactor uses a standard terminal. ","ran out of spec templates"
7820794,100-C09YJ-D11,"The 100-C09YJ-D11 assembled by Rockwell Automation comes with a breaking rating of 9 A. This C frame IEC contactor in addition uses a standard terminal. ","ran out of spec templates"
7820795,100-C09YJ-D20,"This 100 series assembled by AB is a 9 A contactor. It uses a standard terminal. ","ran out of spec templates"
7824638,100-C09Z*300,"This Rockwell Automation 9 A 100 series C frame contactor switch uses a standard terminal. ","ran out of spec templates"
7820800,100-C09ZD300,"The Allen-Bradley 100-C09ZD300 contactor comes with an amperage rating of 9 A. It uses a standard terminal. This 100 series C frame switch comes with 3 N.O. 1 N.C. main contacts. ","ran out of spec templates"
7820801,100-C09ZD400,"This 100 series assembled by Rockwell Automation is a 9 A contactor switch. This C frame electromechanical contactor uses a standard terminal. In addition, it has 4 normally open main contacts. ","ran out of spec templates"
7820804,100-C09ZF200,"This 100 series assembled by Allen Bradley has a breaking rating of 9 A. It has 2 normally open 2 normally closed main contacts. It uses a standard terminal. ","ran out of spec templates"
7820805,100-C09ZF400,"The Allen-Bradley 100-C09ZF400 contactor switch is a 9 Amps rated IEC contactor. This electromechanical contactor switch comes with 4 N.O. poles. Additionally, this 100 series switch uses a standard terminal type. ","ran out of spec templates"
7820806,100-C09ZG10,"This Allen Bradley 9 A 100 series C frame electromechanical contactor switch uses a standard terminal type. Also, this 100 series electromechanical contactor has 3 N.O. main contacts. This switch has 1 N.O. auxiliary contact. ","ran out of spec templates"
7820807,100-C09ZG400,"This 100 series by Rockwell Automation is a 9 A rated contactor. Furthermore, this IEC contactor also has 4 N.O. poles. Additionally, this electromechanical contactor uses a standard terminal. ","ran out of spec templates"
7820809,100-C09ZJ10,"This Rockwell Automation 9 A 100 series electromechanical contactor switch uses a standard terminal type. This 100 series C frame contactor comes with 3 N.O. main contacts. This C frame contactor switch also has 1 normally open auxiliary contact. ","ran out of spec templates"
7820810,100-C09ZJ200,"This switch made by Rockwell Automation is a 9 Amps switch. Also, this contactor switch comes with 2 normally open 2 normally closed main contacts. In addition, this C frame electromechanical contactor uses a standard terminal. ","ran out of spec templates"
7820811,100-C09ZJ300,"This 100 series by AB is a 9 A rated electromechanical contactor switch. This IEC contactor uses a standard terminal. This contactor switch comes with 3 normally open 1 normally closed poles. ","ran out of spec templates"
7820812,100-C09ZJ400,"This electromechanical contactor by Rockwell Automation is a 9 Amps rated IEC contactor. This C frame switch uses a standard terminal type. Additionally, this electromechanical contactor comes with 4 normally open poles. ","ran out of spec templates"
7820813,100-C09ZP01,"This AB 9 A 100 series contactor switch has 3 N.O. poles. This C frame IEC contactor has 1 normally closed auxiliary contact. This 100 series C frame IEC contactor uses a standard terminal type. ","ran out of spec templates"
7820815,100-C09ZP200,"The 100-C09ZP200 manufactured by AB is a 9 A rated switch. Additionally, it has 2 normally open 2 normally closed poles. This 100 series C frame contactor switch uses a standard terminal type. ","ran out of spec templates"
7820816,100-C09ZP300,"This Allen-Bradley/Rockwell Automation C frame contactor switch is a 9 A electromechanical contactor switch. This 100 series contactor also has 3 N.O. 1 N.C. poles. Additionally, this 100 series electromechanical contactor uses a standard terminal type. ","ran out of spec templates"
7820817,100-C09ZP400,"This electromechanical contactor constructed by Allen-Bradley is a 9 A electromechanical contactor switch. In addition, this electromechanical contactor switch has 4 N.O. main contacts. This contactor uses a standard terminal. ","ran out of spec templates"
7820819,100-C09ZQ10,"This Rockwell Automation 9 Amps C frame switch comes with 3 normally open poles. Additionally, this C frame contactor comes with 1 N.O. auxiliary contact. Furthermore, it also uses a standard terminal. ","ran out of spec templates"
7820820,100-C09ZQ200,"The 100-C09ZQ200 assembled by Rockwell Automation has a breaking amperage rating of 9 Amps. It uses a standard terminal. It has 2 normally open 2 normally closed poles. ","ran out of spec templates"
7820821,100-C09ZQ300,"The 100-C09ZQ300 made by Allen-Bradley/Rockwell Automation comes with a breaking amperage rating of 9 A. This 100 series C frame electromechanical contactor switch additionally comes with 3 normally open 1 normally closed main contacts. This C frame switch uses a standard terminal. ","ran out of spec templates"
7820822,100-C09ZQ400,"This 100 series by Allen-Bradley has a breaking amperage rating of 9 Amps. This 100 series electromechanical contactor switch in addition comes with 4 normally open poles. Furthermore, this module uses a standard terminal type. ","ran out of spec templates"
7820827,100-C09ZS200,"The Allen Bradley 100-C09ZS200 contactor switch comes with an amperage rating of 9 Amps. This C frame electromechanical contactor uses a standard terminal type. Furthermore, this Allen-Bradley contactor has 2 normally open 2 normally closed main contacts. ","ran out of spec templates"
7820828,100-C09ZS300,"The Allen-Bradley 100-C09ZS300 electromechanical contactor comes with a breaking rating of 9 Amps. This C frame contactor switch uses a standard terminal type. Additionally, this electromechanical contactor has 3 normally open 1 normally closed main contacts. ","ran out of spec templates"
7820829,100-C09ZS400,"This contactor switch made by Allen-Bradley/Rockwell Automation comes with a breaking amperage rating of 9 A. This 100 series C frame contactor switch uses a standard terminal type. This 100 series switch comes with 4 normally open main contacts. ","ran out of spec templates"
7820832,100-C09ZT200,"This Allen Bradley 100 series electromechanical contactor is a 9 Amps switch. In addition, this Allen-Bradley contactor switch has 2 normally open 2 normally closed main contacts. It uses a standard terminal type. ","ran out of spec templates"
7820833,100-C09ZT400,"The Rockwell Automation 100-C09ZT400 electromechanical contactor comes with a breaking current rating of 9 A. Furthermore, this IEC contactor also uses a standard terminal type. This 100 series C frame contactor switch has 4 normally open main contacts. ","ran out of spec templates"
7824660,100-C09ZY01,"This Allen-Bradley 9 A C frame electromechanical contactor has 3 N.O. poles. Also, this Allen-Bradley/Rockwell Automation IEC contactor uses a standard terminal type. It comes with 1 normally closed auxiliary contact. ","ran out of spec templates"
7820836,100-C09ZY200,"The Allen Bradley 100-C09ZY200 IEC contactor comes with a rating of 9 A. This 100 series C frame switch uses a standard terminal type. Furthermore, this module has 2 N.O. 2 N.C. poles. ","ran out of spec templates"
7820837,100-C09ZY400,"This 100 series manufactured by Allen-Bradley is a 9 A electromechanical contactor switch. It uses a standard terminal type. Furthermore, this module has 4 N.O. poles. ","ran out of spec templates"
7820839,100-C09ZZ200,"This Allen-Bradley 100 series C frame contactor switch is a 9 A IEC contactor. This 100 series IEC contactor additionally comes with 2 N.O. 2 N.C. poles. This C frame electromechanical contactor switch in addition uses a standard terminal type. ","ran out of spec templates"
7820840,100-C09ZZ400,"This contactor switch built by Allen Bradley comes with a breaking current rating of 9 A. Additionally, this 100 series contactor switch uses a standard terminal type. Also, this electromechanical contactor switch has 4 N.O. poles. ","ran out of spec templates"
7820844,100-C12A300,"This Rockwell Automation 12 A 100 series C frame contactor is a 240 Volts at 60Hz electromechanical contactor. This 100 series IEC contactor additionally uses a standard terminal type. This electromechanical contactor switch comes with 3 normally open 1 normally closed poles. ","ran out of spec templates"
7820848,100-C12B200,"This Rockwell Automation 12 Amps 100 series contactor switch comes with 2 normally open 2 normally closed poles. This 100 series contactor additionally uses a standard terminal type. This 100 series contactor also is a 440 Volts at 50Hz, 480 Volts at 60Hz contactor switch. ","ran out of spec templates"
7820855,100-C12C400,"This Rockwell Automation 12 A 100 series contactor switch comes with a 550 Volts at 50 Hertz, 600 Volts at 60 Hertz control coil that contains an integrated diode. This C frame electromechanical contactor also has 4 normally open main contacts. This electromechanical contactor uses a standard terminal type. ","ran out of spec templates"
7820860,100-C12D200,"This Rockwell Automation 12 A C frame contactor switch is a 110V AC 50Hz, 120V AC 60Hz contactor. Also, this contactor switch uses a standard terminal. This switch has 2 normally open 2 normally closed poles. ","ran out of spec templates"
7820867,100-C12DJ32,"This IEC contactor by Rockwell Automation has a breaking rating of 12 A. It has a 24 Volts DC control coil that utilizes an integrated diode. In addition, this C frame contactor switch uses a standard terminal. ","ran out of spec templates"
7820868,100-C12DJ400,"This AB 12 A 100 series C frame electromechanical contactor switch comes with a 24 Volts direct current control coil with an integrated diode. This 100 series contactor in addition uses a standard terminal. Furthermore, this module has 4 normally open poles. ","ran out of spec templates"
7823768,100-C12EA200,"This AB 12 A 100 series C frame contactor switch is a 220-250 Volts direct current electromechanical contactor. This 100 series C frame contactor comes with 2 normally open 2 normally closed poles. It uses a standard terminal. ","ran out of spec templates"
7823773,100-C12ED200,"This Allen-Bradley 12 Amps 100 series C frame contactor uses a standard terminal. Additionally, this AB IEC contactor operates at 110-125 Volts direct current. This 100 series C frame contactor in addition has 2 normally open 2 normally closed main contacts. ","ran out of spec templates"
7824612,100-C12EQ200,"This AB 12 A 100 series C frame contactor switch uses a standard terminal type. It operates at 12V DC. It has 2 normally open 2 normally closed main contacts. ","ran out of spec templates"
7823779,100-C12EQ300,"This Allen-Bradley/Rockwell Automation 12 A 100 series electromechanical contactor switch has 3 N.O. 1 N.C. poles. This C frame IEC contactor operates at 12 Volts DC. This contactor uses a standard terminal type. ","ran out of spec templates"
7823784,100-C12K200,"This Allen-Bradley/Rockwell Automation 12 Amps C frame electromechanical contactor switch operates at 24V AC 50Hz. Additionally, this C frame IEC contactor comes with 2 normally open 2 normally closed main contacts. This contactor switch uses a standard terminal type. ","ran out of spec templates"
7823786,100-C12K400,"This Rockwell Automation 12 A 100 series C frame electromechanical contactor operates at 24 Volts AC at 50Hz. In addition, this C frame electromechanical contactor uses a standard terminal. Also, this Rockwell Automation electromechanical contactor comes with 4 N.O. main contacts. ","ran out of spec templates"
7820902,100-C12KD200,"This Rockwell Automation 12 Amps 100 series electromechanical contactor has a 110V AC 50/60Hz control coil that contains an integrated diode. In addition, this IEC contactor uses a standard terminal. It comes with 2 N.O. 2 N.C. poles. ","ran out of spec templates"
7820904,100-C12KD400,"This Allen Bradley 12 Amps C frame switch has 4 N.O. poles. Also, it uses a standard terminal type. It comes with a 110V AC 50/60Hz control coil that contains an integrated diode. ","ran out of spec templates"
7820907,100-C12KF200,"This Allen-Bradley/Rockwell Automation 12 A 100 series electromechanical contactor switch is a 230V 50/60Hz electromechanical contactor switch. Also, this electromechanical contactor uses a standard terminal type. This IEC contactor has 2 normally open 2 normally closed main contacts. ","ran out of spec templates"
7823796,100-C12KL200,"This Rockwell Automation 12 Amps C frame IEC contactor has a 200-230 Volts at 50 Hertz or 60 Hertz control coil that contains an integrated diode. This 100 series IEC contactor also uses a standard terminal type. In addition, this C frame electromechanical contactor switch comes with 2 N.O. 2 N.C. poles. ","ran out of spec templates"
7823601,100-C12KL300,"This Allen Bradley 12 Amps 100 series C frame switch uses a standard terminal. This 100 series C frame contactor also operates at 200-230 Volts at 50 Hertz or 60 Hertz. It comes with 3 N.O. 1 N.C. main contacts. ","ran out of spec templates"
7820939,100-C12N400,"This Allen Bradley 12 Amps 100 series switch comes with a 380-400 Volts at 50 Hertz, 440 Volts at 60 Hertz control coil that utilizes an integrated diode. This 100 series IEC contactor in addition uses a standard terminal. Additionally, this Allen Bradley contactor switch has 4 N.O. poles. ","ran out of spec templates"
7823649,100-C12QJ300,"This Allen Bradley 12 Amps C frame IEC contactor has 3 N.O. 1 N.C. poles. This electromechanical contactor operates at 24 Volts direct current. In addition, this Allen-Bradley/Rockwell Automation switch uses a standard terminal. ","ran out of spec templates"
7820947,100-C12SJ10,"This AB 12 Amps C frame IEC contactor has 3 normally open poles. Furthermore, it uses a standard terminal. This C frame contactor additionally comes with 1 normally open auxiliary contact. ","ran out of spec templates"
7823808,100-C12SKD01,"The 100-C12SKD01 built by Allen-Bradley is a 12 Amps rated contactor switch. This 100 series C frame contactor also uses a standard terminal. ","ran out of spec templates"
7823809,100-C12SKD10,"This 100 series by Rockwell Automation is a 12 Amps rated switch. In addition, it uses a standard terminal type. ","ran out of spec templates"
7823810,100-C12SKF01,"This 100 series C frame built by Allen-Bradley/Rockwell Automation is a 12 Amps rated contactor switch. This 100 series electromechanical contactor switch uses a standard terminal type. ","ran out of spec templates"
7823811,100-C12SKF10,"This Allen-Bradley/Rockwell Automation 12 Amps C frame electromechanical contactor switch uses a standard terminal type. ","ran out of spec templates"
7820948,100-C12SKJ10,"The Rockwell Automation 100-C12SKJ10 electromechanical contactor is a 12 A rated contactor switch. It uses a standard terminal type. ","ran out of spec templates"
7820949,100-C12SZJ10,"The AB 100-C12SZJ10 electromechanical contactor switch has a breaking rating of 12 Amps. This C frame electromechanical contactor switch uses a standard terminal. ","ran out of spec templates"
7820957,100-C12UB01,"This Rockwell Automation 12 A 100 series contactor switch uses a standard terminal. Furthermore, this module has 3 N.O. poles. This 100 series electromechanical contactor has 1 normally closed auxiliary contact. ","ran out of spec templates"
7820958,100-C12UB10,"This AB 12 Amps 100 series IEC contactor has 1 normally open auxiliary contact. This C frame contactor switch in addition has 3 N.O. main contacts. This 100 series electromechanical contactor switch uses a standard terminal type. ","ran out of spec templates"
7820962,100-C12UD200,"This Rockwell Automation 100 series electromechanical contactor comes with an amperage rating of 12 Amps. In addition, it uses a standard terminal type. Also, this contactor switch has 2 normally open 2 normally closed main contacts. ","ran out of spec templates"
7820963,100-C12UD400,"This AB 100 series switch is a 12 A switch. Furthermore, this contactor also comes with 4 N.O. poles. This 100 series C frame contactor uses a standard terminal type. ","ran out of spec templates"
7820964,100-C12UDJ01,"This Allen-Bradley/Rockwell Automation 100 series C frame electromechanical contactor switch is a 12 A rated switch. In addition, this 100 series C frame electromechanical contactor switch uses a standard terminal type. ","ran out of spec templates"
7820965,100-C12UDJ10,"This Allen-Bradley 12 A C frame contactor switch uses a standard terminal. ","ran out of spec templates"
7820966,100-C12UDJ200,"This 100 series C frame built by Allen Bradley comes with a breaking rating of 12 Amps. This switch uses a standard terminal type. ","ran out of spec templates"
7820967,100-C12UEJ01,"The 100-C12UEJ01 constructed by Allen Bradley has a breaking rating of 12 Amps. In addition, this contactor uses a standard terminal. ","ran out of spec templates"
7820968,100-C12UEJ10,"The AB 100-C12UEJ10 switch is a 12 A contactor switch. This 100 series C frame contactor switch additionally uses a standard terminal type. ","ran out of spec templates"
7820974,100-C12UK10,"This Allen Bradley 12 A 100 series switch comes with 3 normally open poles. This 100 series contactor switch has 1 normally open auxiliary contact. This C frame switch uses a standard terminal type. ","ran out of spec templates"
7820975,100-C12UKA10,"This 100 series constructed by Allen-Bradley/Rockwell Automation comes with a breaking rating of 12 Amps. This 100 series C frame contactor switch additionally uses a standard terminal type. ","ran out of spec templates"
7820976,100-C12UKD01,"The 100-C12UKD01 made by Rockwell Automation has a current rating of 12 A. This IEC contactor uses a standard terminal type. ","ran out of spec templates"
7820977,100-C12UKD10,"This Rockwell Automation 12 Amps C frame IEC contactor uses a standard terminal. ","ran out of spec templates"
7823813,100-C12UKF01,"This IEC contactor manufactured by Allen-Bradley is a 12 Amps rated electromechanical contactor switch. Also, this C frame IEC contactor uses a standard terminal type. ","ran out of spec templates"
7820978,100-C12UKF10,"This Allen Bradley 12 Amps C frame electromechanical contactor uses a standard terminal. ","ran out of spec templates"
7824556,100-C12UKF400,"This 100 series manufactured by AB has a current rating of 12 A. Additionally, this 100 series contactor uses a standard terminal type. ","ran out of spec templates"
7820979,100-C12UKG10,"This Rockwell Automation C frame electromechanical contactor switch has an amperage rating of 12 A. It uses a standard terminal type. ","ran out of spec templates"
7820980,100-C12UKJ01,"The Rockwell Automation 100-C12UKJ01 IEC contactor is a 12 Amps rated electromechanical contactor switch. In addition, this Allen-Bradley/Rockwell Automation contactor uses a standard terminal type. ","ran out of spec templates"
7820981,100-C12UKJ10,"This AB 12 A C frame contactor switch uses a standard terminal type. ","ran out of spec templates"
7820982,100-C12UKJ10-X3M,"This AB 100 series C frame electromechanical contactor comes with a current rating of 12 Amps. In addition, this Rockwell Automation electromechanical contactor uses a standard terminal type. ","ran out of spec templates"
7820983,100-C12UKL10,"This electromechanical contactor switch manufactured by Rockwell Automation comes with a breaking amperage rating of 12 Amps. This electromechanical contactor uses a standard terminal type. ","ran out of spec templates"
7820984,100-C12UKN10,"This 100 series built by Rockwell Automation comes with a rating of 12 A. This C frame electromechanical contactor also uses a standard terminal. ","ran out of spec templates"
7823814,100-C12UKP01,"This Allen Bradley 100 series C frame switch is a 12 Amps switch. This electromechanical contactor switch uses a standard terminal type. ","ran out of spec templates"
7820985,100-C12UKP10,"This Rockwell Automation 12 Amps C frame electromechanical contactor switch uses a standard terminal. ","ran out of spec templates"
